航空公司,航班號,機場代碼,機場代碼,出發日期,抵達日期,起飛時,到達時,商務艙票價,經濟艙票價,商務艙數量,經濟艙數量
臺灣虎航,IT202,TPE,NRT,2024-10-29,2024-10-29,14:20,18:35,0,3289,0,175
臺灣虎航,IT202,TPE,NRT,2024-10-30,2024-10-30,14:20,18:35,0,3289,0,175
臺灣虎航,IT202,TPE,NRT,2024-10-31,2024-10-31,14:20,18:35,0,3289,0,175
臺灣虎航,IT202,TPE,NRT,2024-11-01,2024-11-01,14:20,18:35,0,3289,0,175
臺灣虎航,IT202,TPE,NRT,2024-11-02,2024-11-02,14:20,18:35,0,3289,0,175
臺灣虎航,IT202,TPE,NRT,2024-11-03,2024-11-03,14:20,18:35,0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-10-28,2024-10-28,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-10-29,2024-10-29,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-10-30,2024-10-30,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-10-31,2024-10-31,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-11-01,2024-11-01,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-11-02,2024-11-02,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-11-03,2024-11-03,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT230,TPE,OKA,2024-10-28,2024-10-28,06:50,09:20,0,2766,0,175
臺灣虎航,IT230,TPE,OKA,2024-10-29,2024-10-29,06:50,09:20,0,2766,0,175
臺灣虎航,IT230,TPE,OKA,2024-10-30,2024-10-30,06:50,09:20,0,2766,0,175
臺灣虎航,IT230,TPE,OKA,2024-10-31,2024-10-31,06:50,09:20,0,2766,0,175
臺灣虎航,IT230,TPE,OKA,2024-11-01,2024-11-01,06:50,09:20,0,2766,0,175
臺灣虎航,IT230,TPE,OKA,2024-11-02,2024-11-02,06:50,09:20,0,2766,0,175
臺灣虎航,IT230,TPE,OKA,2024-11-03,2024-11-03,06:50,09:20,0,2766,0,175
臺灣虎航,IT254,TPE,SDJ,2024-10-29,2024-10-29,13:45,18:10,0,2766,0,175
臺灣虎航,IT254,TPE,SDJ,2024-10-31,2024-10-31,13:45,18:10,0,2766,0,175
臺灣虎航,IT254,TPE,SDJ,2024-11-03,2024-11-03,13:45,18:10,0,2766,0,175
臺灣虎航,IT551,TPE,DAD,2024-11-05,2024-11-05,16:15,18:10,0,4399,0,180
臺灣虎航,IT551,TPE,DAD,2024-11-09,2024-11-09,16:15,18:10,0,4399,0,180
臺灣虎航,IT551,TPE,DAD,2024-11-08,2024-11-08,16:55,18:40,0,4399,0,180
臺灣虎航,IT503,TPE,HKT,2024-11-09,2024-11-09,14:50,18:00,0,6046,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-04,2024-11-04,17:30,21:15,0,4399,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-05,2024-11-05,17:30,21:15,0,4399,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-06,2024-11-06,17:30,21:15,0,4399,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-07,2024-11-07,17:30,21:15,0,4399,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-08,2024-11-08,17:30,21:15,0,4399,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-10,2024-11-10,17:30,21:15,0,4399,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-09,2024-11-09,17:30,21:10,0,4399,0,180
臺灣虎航,IT504,HKT,TPE,2024-11-07,2024-11-07,18:50,00:05,0,6046,0,180
臺灣虎航,IT504,HKT,TPE,2024-11-09,2024-11-09,18:50,00:05,0,6046,0,180
臺灣虎航,IT301,TPE,MFM,2024-11-04,2024-11-04,06:35,08:25,0,1399,0,180
臺灣虎航,IT301,TPE,MFM,2024-11-06,2024-11-06,06:35,08:25,0,1399,0,180
臺灣虎航,IT301,TPE,MFM,2024-11-08,2024-11-08,06:35,08:25,0,1399,0,180
臺灣虎航,IT301,TPE,MFM,2024-11-10,2024-11-10,06:35,08:25,0,1399,0,180
臺灣虎航,IT304,MFM,TPE,2024-11-04,2024-11-04,14:55,16:35,0,1399,0,180
臺灣虎航,IT304,MFM,TPE,2024-11-06,2024-11-06,14:55,16:35,0,1399,0,180
臺灣虎航,IT304,MFM,TPE,2024-11-08,2024-11-08,14:55,16:35,0,1399,0,180
臺灣虎航,IT304,MFM,TPE,2024-11-10,2024-11-10,15:25,17:20,0,1399,0,180
臺灣虎航,IT234,TPE,CTS,2024-11-04,2024-11-04,06:20,11:05,0,5099,0,175
臺灣虎航,IT234,TPE,CTS,2024-11-05,2024-11-05,06:20,11:05,0,5099,0,175
臺灣虎航,IT234,TPE,CTS,2024-11-06,2024-11-06,06:20,11:05,0,5099,0,175
臺灣虎航,IT234,TPE,CTS,2024-11-07,2024-11-07,06:20,11:05,0,5099,0,175
臺灣虎航,IT234,TPE,CTS,2024-11-08,2024-11-08,06:20,11:05,0,5099,0,175
臺灣虎航,IT234,TPE,CTS,2024-11-09,2024-11-09,06:20,11:05,0,5099,0,175
臺灣虎航,IT234,TPE,CTS,2024-11-10,2024-11-10,06:20,11:05,0,5099,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-04,2024-11-04,06:15,09:35,0,2699,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-07,2024-11-07,06:15,09:35,0,2699,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-10,2024-11-10,06:15,09:35,0,2699,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-05,2024-11-05,06:45,10:05,0,2699,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-06,2024-11-06,06:45,10:05,0,2699,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-08,2024-11-08,06:45,10:05,0,2699,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-09,2024-11-09,06:45,10:05,0,2699,0,175
臺灣虎航,IT216,TPE,HND,2024-11-04,2024-11-04,00:10,04:25,0,4299,0,175
臺灣虎航,IT216,TPE,HND,2024-11-05,2024-11-05,00:10,04:25,0,4299,0,175
臺灣虎航,IT216,TPE,HND,2024-11-06,2024-11-06,00:10,04:25,0,4299,0,175
臺灣虎航,IT216,TPE,HND,2024-11-10,2024-11-10,00:10,04:25,0,4299,0,175
臺灣虎航,IT216,TPE,HND,2024-11-07,2024-11-07,00:10,04:25,0,4299,0,175
臺灣虎航,IT216,TPE,HND,2024-11-08,2024-11-08,00:10,04:25,0,4299,0,175
臺灣虎航,IT216,TPE,HND,2024-11-09,2024-11-09,00:10,04:25,0,4299,0,175
臺灣虎航,IT602,TPE,ICN,2024-11-04,2024-11-04,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT603,TPE,ICN,2024-11-05,2024-11-05,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT604,TPE,ICN,2024-11-06,2024-11-06,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT605,TPE,ICN,2024-11-07,2024-11-07,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT606,TPE,ICN,2024-11-08,2024-11-08,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT607,TPE,ICN,2024-11-09,2024-11-09,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT608,TPE,ICN,2024-11-10,2024-11-10,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT710,TPE,KIX,2024-11-04,2024-11-04,07:05,10:55,0,2878,0,175
臺灣虎航,IT710,TPE,KIX,2024-11-06,2024-11-06,07:05,10:55,0,2878,0,175
臺灣虎航,IT710,TPE,KIX,2024-11-09,2024-11-09,07:05,10:55,0,2878,0,175
臺灣虎航,IT710,TPE,KIX,2024-11-08,2024-11-08,07:10,10:55,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-04,2024-11-04,06:40,10:25,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-05,2024-11-05,06:40,10:25,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-06,2024-11-06,06:40,10:25,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-07,2024-11-07,06:40,10:25,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-08,2024-11-08,06:40,10:25,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-09,2024-11-09,06:40,10:25,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-10,2024-11-10,06:40,10:25,0,2878,0,175
臺灣虎航,IT212,TPE,KIX,2024-11-04,2024-11-04,15:15,19:00,0,37421,0,175
臺灣虎航,IT212,TPE,KIX,2024-11-05,2024-11-05,14:20,17:55,0,37421,0,175
臺灣虎航,IT212,TPE,KIX,2024-11-06,2024-11-06,15:20,19:00,0,37421,0,175
臺灣虎航,IT212,TPE,KIX,2024-11-08,2024-11-08,13:55,17:55,0,37421,0,175
臺灣虎航,IT212,TPE,KIX,2024-11-10,2024-11-10,13:55,17:55,0,37421,0,175
臺灣虎航,IT252,TPE,KMQ,2024-11-07,2024-11-07,12:10,16:05,0,4321,0,175
臺灣虎航,IT252,TPE,KMQ,2024-11-10,2024-11-10,12:10,16:05,0,4321,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-04,2024-11-04,06:35,11:00,0,3289,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-05,2024-11-05,06:35,11:00,0,3289,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-06,2024-11-06,06:35,11:00,0,3289,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-07,2024-11-07,06:35,11:00,0,3289,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-08,2024-11-08,06:35,11:00,0,3289,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-09,2024-11-09,06:35,11:00,0,3289,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-10,2024-11-10,06:35,11:00,0,3289,0,175
臺灣虎航,IT202,TPE,NRT,2024-11-04,2024-11-04,14:20,18:35,0,3289,0,175
臺灣虎航,IT202,TPE,NRT,2024-11-05,2024-11-05,14:20,18:35,0,3289,0,175
臺灣虎航,IT202,TPE,NRT,2024-11-06,2024-11-06,14:20,18:35,0,3289,0,175
臺灣虎航,IT202,TPE,NRT,2024-11-07,2024-11-07,14:20,18:35,0,3289,0,175
臺灣虎航,IT202,TPE,NRT,2024-11-08,2024-11-08,14:20,18:35,0,3289,0,175
臺灣虎航,IT202,TPE,NRT,2024-11-09,2024-11-09,14:20,18:35,0,3289,0,175
臺灣虎航,IT202,TPE,NRT,2024-11-10,2024-11-10,14:20,18:35,0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-11-04,2024-11-04,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-11-05,2024-11-05,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-11-06,2024-11-06,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-11-07,2024-11-07,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-11-08,2024-11-08,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-11-09,2024-11-09,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT700,TPE,NRT,2024-11-10,2024-11-10,15:30,"	19:55",0,3289,0,175
臺灣虎航,IT230,TPE,OKA,2024-11-04,2024-11-04,06:50,09:20,0,2766,0,175
臺灣虎航,IT230,TPE,OKA,2024-11-05,2024-11-05,06:50,09:20,0,2766,0,175
臺灣虎航,IT230,TPE,OKA,2024-11-06,2024-11-06,06:50,09:20,0,2766,0,175
臺灣虎航,IT230,TPE,OKA,2024-11-07,2024-11-07,06:50,09:20,0,2766,0,175
臺灣虎航,IT230,TPE,OKA,2024-11-08,2024-11-08,06:50,09:20,0,2766,0,175
臺灣虎航,IT230,TPE,OKA,2024-11-09,2024-11-09,06:50,09:20,0,2766,0,175
臺灣虎航,IT230,TPE,OKA,2024-11-10,2024-11-10,06:50,09:20,0,2766,0,175
臺灣虎航,IT254,TPE,SDJ,2024-11-05,2024-11-05,13:45,18:10,0,2766,0,175
臺灣虎航,IT254,TPE,SDJ,2024-11-07,2024-11-07,13:45,18:10,0,2766,0,175
臺灣虎航,IT254,TPE,SDJ,2024-11-10,2024-11-10,13:45,18:10,0,2766,0,175
臺灣虎航,IT551,TPE,DAD,2024-11-12,2024-11-12,16:15,18:10,0,4399,0,180
臺灣虎航,IT551,TPE,DAD,2024-11-16,2024-11-16,16:15,18:10,0,4399,0,180
臺灣虎航,IT551,TPE,DAD,2024-11-15,2024-11-15,16:55,18:40,0,4399,0,180
臺灣虎航,IT503,TPE,HKT,2024-11-16,2024-11-16,14:50,18:00,0,6046,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-11,2024-11-11,17:30,21:15,0,4399,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-12,2024-11-12,17:30,21:15,0,4399,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-13,2024-11-13,17:30,21:15,0,4399,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-14,2024-11-14,17:30,21:15,0,4399,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-15,2024-11-15,17:30,21:15,0,4399,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-17,2024-11-17,17:30,21:15,0,4399,0,180
臺灣虎航,IT552,DAD,TPE,2024-11-16,2024-11-16,17:30,21:10,0,4399,0,180
臺灣虎航,IT504,HKT,TPE,2024-11-14,2024-11-14,18:50,00:05,0,6046,0,180
臺灣虎航,IT504,HKT,TPE,2024-11-16,2024-11-16,18:50,00:05,0,6046,0,180
臺灣虎航,IT301,TPE,MFM,2024-11-11,2024-11-11,06:35,08:25,0,1399,0,180
臺灣虎航,IT301,TPE,MFM,2024-11-13,2024-11-13,06:35,08:25,0,1399,0,180
臺灣虎航,IT301,TPE,MFM,2024-11-15,2024-11-15,06:35,08:25,0,1399,0,180
臺灣虎航,IT301,TPE,MFM,2024-11-17,2024-11-17,06:35,08:25,0,1399,0,180
臺灣虎航,IT304,MFM,TPE,2024-11-11,2024-11-11,14:55,16:35,0,1399,0,180
臺灣虎航,IT304,MFM,TPE,2024-11-13,2024-11-13,14:55,16:35,0,1399,0,180
臺灣虎航,IT304,MFM,TPE,2024-11-15,2024-11-15,14:55,16:35,0,1399,0,180
臺灣虎航,IT304,MFM,TPE,2024-11-17,2024-11-17,15:25,17:20,0,1399,0,180
臺灣虎航,IT234,TPE,CTS,2024-11-11,2024-11-11,06:20,11:05,0,5099,0,175
臺灣虎航,IT234,TPE,CTS,2024-11-12,2024-11-12,06:20,11:05,0,5099,0,175
臺灣虎航,IT234,TPE,CTS,2024-11-13,2024-11-13,06:20,11:05,0,5099,0,175
臺灣虎航,IT234,TPE,CTS,2024-11-14,2024-11-14,06:20,11:05,0,5099,0,175
臺灣虎航,IT234,TPE,CTS,2024-11-15,2024-11-15,06:20,11:05,0,5099,0,175
臺灣虎航,IT234,TPE,CTS,2024-11-16,2024-11-16,06:20,11:05,0,5099,0,175
臺灣虎航,IT234,TPE,CTS,2024-11-17,2024-11-17,06:20,11:05,0,5099,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-11,2024-11-11,06:15,09:35,0,2699,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-14,2024-11-14,06:15,09:35,0,2699,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-17,2024-11-17,06:15,09:35,0,2699,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-12,2024-11-12,06:45,10:05,0,2699,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-13,2024-11-13,06:45,10:05,0,2699,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-15,2024-11-15,06:45,10:05,0,2699,0,175
臺灣虎航,IT240,TPE,FUK,2024-11-16,2024-11-16,06:45,10:05,0,2699,0,175
臺灣虎航,IT216,TPE,HND,2024-11-11,2024-11-11,00:10,04:25,0,4299,0,175
臺灣虎航,IT216,TPE,HND,2024-11-12,2024-11-12,00:10,04:25,0,4299,0,175
臺灣虎航,IT216,TPE,HND,2024-11-13,2024-11-13,00:10,04:25,0,4299,0,175
臺灣虎航,IT216,TPE,HND,2024-11-17,2024-11-17,00:10,04:25,0,4299,0,175
臺灣虎航,IT216,TPE,HND,2024-11-14,2024-11-14,00:10,04:25,0,4299,0,175
臺灣虎航,IT216,TPE,HND,2024-11-15,2024-11-15,00:10,04:25,0,4299,0,175
臺灣虎航,IT216,TPE,HND,2024-11-16,2024-11-16,00:10,04:25,0,4299,0,175
臺灣虎航,IT602,TPE,ICN,2024-11-11,2024-11-11,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT603,TPE,ICN,2024-11-12,2024-11-12,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT604,TPE,ICN,2024-11-13,2024-11-13,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT605,TPE,ICN,2024-11-14,2024-11-14,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT606,TPE,ICN,2024-11-15,2024-11-15,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT607,TPE,ICN,2024-11-16,2024-11-16,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT608,TPE,ICN,2024-11-17,2024-11-17,20:00,"	23:30",0,2599,0,175
臺灣虎航,IT710,TPE,KIX,2024-11-11,2024-11-11,07:05,10:55,0,2878,0,175
臺灣虎航,IT710,TPE,KIX,2024-11-13,2024-11-13,07:05,10:55,0,2878,0,175
臺灣虎航,IT710,TPE,KIX,2024-11-16,2024-11-16,07:05,10:55,0,2878,0,175
臺灣虎航,IT710,TPE,KIX,2024-11-15,2024-11-15,07:10,10:55,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-11,2024-11-11,06:40,10:25,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-12,2024-11-12,06:40,10:25,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-13,2024-11-13,06:40,10:25,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-14,2024-11-14,06:40,10:25,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-15,2024-11-15,06:40,10:25,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-16,2024-11-16,06:40,10:25,0,2878,0,175
臺灣虎航,IT210,TPE,KIX,2024-11-17,2024-11-17,06:40,10:25,0,2878,0,175
臺灣虎航,IT212,TPE,KIX,2024-11-11,2024-11-11,15:15,19:00,0,37421,0,175
臺灣虎航,IT212,TPE,KIX,2024-11-12,2024-11-12,14:20,17:55,0,37421,0,175
臺灣虎航,IT212,TPE,KIX,2024-11-13,2024-11-13,15:20,19:00,0,37421,0,175
臺灣虎航,IT212,TPE,KIX,2024-11-15,2024-11-15,13:55,17:55,0,37421,0,175
臺灣虎航,IT212,TPE,KIX,2024-11-17,2024-11-17,13:55,17:55,0,37421,0,175
臺灣虎航,IT252,TPE,KMQ,2024-11-14,2024-11-14,12:10,16:05,0,4321,0,175
臺灣虎航,IT252,TPE,KMQ,2024-11-17,2024-11-17,12:10,16:05,0,4321,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-11,2024-11-11,06:35,11:00,0,3289,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-12,2024-11-12,06:35,11:00,0,3289,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-13,2024-11-13,06:35,11:00,0,3289,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-14,2024-11-14,06:35,11:00,0,3289,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-15,2024-11-15,06:35,11:00,0,3289,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-16,2024-11-16,06:35,11:00,0,3289,0,175
臺灣虎航,IT200,TPE,NRT,2024-11-17,2024-11-17,06:35,11:00,0,3289,0,175
